PM25,PM10,NO2,O3,Temperatura,Umidade,Diabetes
21.854305348131312,22.959305018703375,19.393812605474828,70.54326947880082,31.439917565671855,53.618131216646525,4.406551396496101
47.78214378844623,47.93306631648507,18.58383394895999,81.7013257472235,36.10864658599972,58.40613956250128,7.821603137834437
37.93972738151323,71.10620851134857,54.844001928657015,32.54211089132491,35.20321859580318,81.27284359213081,8.38162343017045
31.93963178886665,61.25574204866928,18.725040991722835,66.23866896462991,23.077998093875472,50.40026316359353,7.150479476847174
12.020838819909644,66.45928035030148,19.957234937074706,61.45713848293738,22.984989394829476,82.17898108873028,5.038237498165483
12.01975341512912,56.114835669750214,46.76690443298801,84.9547339109444,25.363487354898268,35.28806585860149,5.593966670453854
7.613762547568976,58.45935951624967,29.7356913347797,91.54783544331345,27.221494526820745,76.60790623251785,4.411586897817948
43.97792655987208,69.44369560957236,47.71908063253497,11.094109432964812,28.169111628169652,80.85285798328418,8.836524518497523
32.0501755284444,27.476760620143015,8.595138666041189,70.66179271529134,33.59394433666691,40.909059170240326,5.767768106376715
36.86326600082205,44.259747455019834,31.816415652036138,14.665221920775611,21.13360864331671,55.82079194233202,7.111504025168111
5.92630224331111,25.484660927372154,6.848748010080545,59.39727985696203,20.693454084521328,39.929986479819334,3.376266580030441
48.645943347289744,79.13676055976529,8.4459261900445,35.88694561393104,27.838211258878182,72.39624773965306,8.600605964692544
42.45991883601898,76.08415377806293,54.8540599339426,37.60989395699271,33.94327384275961,62.120866083699404,9.418134962225697
14.555259980522427,12.759876795795414,12.658495411467733,41.76626531071209,23.868706859129652,68.11940080249926,3.6863493077282055
13.182123524319527,59.390262076098196,34.28313752513694,65.9163204144649,32.830089625125034,41.78921801737267,5.577398568215281
13.253202943404522,74.7673822190966,27.61025814303886,40.06449691018923,25.19656275880599,42.70475172314517,5.421032345233473
18.690900933179197,22.640274158913346,24.103882944236346,75.94291455312523,37.721722176270326,32.48983953059438,4.30925357366713
28.614039423450702,49.756166138684065,54.490834012799986,46.40746470164827,37.91379888533233,49.32405211174378,6.910750135529901
24.43752583889521,74.08418083116293,6.200286822651923,16.151788027896274,25.94574408562653,63.5846796800205,6.743106647180306
18.105311308911887,12.37621850100592,41.5084327396574,80.53838582356966,24.599875079264812,81.47609483983973,4.547367784835647
32.53338026250708,58.81941870727879,57.986693881745275,35.71824921334354,28.226079441324625,70.01564684752084,7.432620248128987
11.277223729341882,30.814430516078552,35.80925009040131,48.949019163933635,24.810631703602972,56.12377940398508,4.380041717835983
18.146509184084817,74.70773367635712,56.52523541182005,71.68994948997113,33.44767686583407,87.18720686364827,6.60955478491617
21.486282948216125,77.97407716157575,7.874183360731307,39.92105414338408,36.521293690965706,73.1547120345499,6.333597200202718
25.523149289766618,76.09865423794038,28.033632549078877,15.092709053204405,33.46184261822434,85.809912171753,6.286581163229661
40.33291826268561,43.194995166022466,19.308678502912812,43.652894231153226,36.48700894498699,61.65527839632994,7.42103271672047
13.985320197126189,70.34298556925194,45.19515307394014,95.0003724424873,27.939843244149483,45.53425648758838,5.866849325074672
28.140549728612523,69.11845789745493,58.97133997734856,67.75609575687024,23.126339414177217,33.16960118188332,7.792985908934878
31.65865559879191,32.337033127027894,19.10915343443363,70.43312338004861,34.759018947951844,73.56509108903103,5.376987071445312
7.090268572399898,68.02408319054742,40.979603081074096,66.90539382738758,27.209490102831076,37.27817988033205,5.695072095348384
32.339518335564726,12.590534430084483,15.895369801785707,27.90929250634931,33.42541650458265,48.166507696318035,5.551562738909226
12.673585565928118,51.738891493743715,36.093164001438545,47.65004776920521,25.41287883963531,61.94825447303384,5.441597698917691
7.927321684337578,26.100618610139215,30.516286767858492,77.58458185269865,21.624592696133455,63.86499526678486,3.6297586196884355
47.699849176399994,18.439682004409516,58.46029312973454,19.123560779784324,39.85163590975527,66.03499181922817,7.638203532678206
48.45344148835517,15.386724114044641,38.46899999830566,35.00674984807411,23.124030158611987,39.97531982098204,6.634034568562111
41.37788066524075,58.740214311469785,24.222850464775032,34.868719761926826,39.76841987926962,52.784244289298925,7.45578858982038
18.70761961280168,33.791247463764634,11.275268168836336,48.88170348350554,39.545598651328945,67.031653627018,5.14761759669593
9.395245130287275,60.7336740070133,13.3185755804214,98.23318668479665,35.876362078160795,88.18913187802708,5.158682113070106
35.79048619304706,14.574943855925966,17.39243114731793,16.075229201543976,33.18845924163995,73.65786826198132,5.654409011084075
24.80686221828206,32.07032364814272,18.80316637371639,56.68308949425355,31.556141005021694,85.35622542563746,4.932799384012037
10.491720568015047,47.7643904662736,51.78388318126258,26.14282138109894,37.322030907556695,75.73272349885062,5.566182107924341
27.28296095500716,65.35062153872744,35.86725335553887,97.36088908687697,25.78879043238976,65.50301813354403,6.868253084752383
6.547483450184828,32.312675205244894,33.78650012559015,20.19731542547178,29.35362424969754,41.52140214818067,3.240782695391766
45.91941809354519,53.81239635059064,11.312287952806962,46.32409021254321,32.387799387330034,70.00113911355078,7.827223027584081
16.645099172000762,72.0184423765331,52.30768313421892,76.40964863511455,28.22380951738982,67.40277395759443,6.528621734192555
34.81350279592919,53.11042317276132,44.75478667646661,73.40989852247007,28.54972908180536,66.14815022743599,7.754469151579735
19.026998424023493,26.307163232754363,8.721759904500086,48.0455773204539,26.60569335004169,59.387152079294445,4.04770176145739
28.403060953001486,11.708054708957661,43.93093034763728,41.18717511574464,31.28463633369072,61.71939623935654,4.231423599183194
29.601962570447583,70.90692117306509,34.89460195384554,45.78511406975835,37.01149056030232,50.06655162708624,7.304890223242745
13.318450498648717,11.4888587595271,9.494894016072804,33.78486368427754,24.030567560126258,61.15876155853819,3.7166651536719555
48.63130824940514,71.22911708789397,30.206535284076104,28.479964483611983,38.688660775068826,41.85335434070869,7.955240227228171
39.880977051250156,47.02559938190484,31.658295792152582,53.473572780300096,33.78175307496459,78.3104638416226,6.8430122430535665
47.27745237038851,75.73473889590274,14.117599708980165,34.16803804608466,36.4654642536006,41.14661728192247,9.438677448175726
45.2672307692442,65.91482650415658,57.013398085015524,35.87154984075251,31.123813852600232,35.097977393367984,8.616846972703021
31.905499046498832,79.85538773733363,51.74864543143641,69.10804571271014,35.590334028481266,56.17476158142944,8.275458055019131
46.48434057604026,34.54982708161971,41.79622855310096,97.16835985299029,20.324007946789344,69.49844637036371,7.3309026986464785
8.982162592336378,63.70318022517888,30.426255855033396,64.32734805034376,36.3676084955907,56.26300949601249,4.402072371701681
13.819228808861533,38.13516395264695,27.647104787147967,16.928152035846963,20.80277718170733,46.605247917078515,4.734432020312928
7.035228000974213,43.59129342127362,40.80354069330248,16.80252524686603,37.79826752725725,63.490271033426446,4.580386032467754
19.639864884346895,53.9253824252859,34.998752817379795,95.62808987610094,39.83925494477286,50.82014012473199,5.728974424386577
22.49047803602669,71.15739799304372,8.425020823503708,36.756171127660025,25.881349243535556,85.97206140759798,6.056604264940964
17.210706429825315,78.88584284395066,33.18764568236824,18.28602874742279,24.206371125715872,85.35870837621432,6.512892022010164
42.29318791183682,63.77913897051627,49.35219894780617,63.91401284353434,35.30726727716082,60.14230919832573,8.223826400517034
21.053899701211517,39.243674751713364,30.25819326783269,66.12839004612394,25.060526818405066,49.673039641095514,4.96118361682603
17.642052935932135,39.494990159394916,7.857611765484762,68.36543381068194,37.31124766344407,74.22794483739835,4.947840091590889
29.42132374212118,61.630761111222405,48.24530096612182,34.066182507178716,22.056851843149534,32.202776608983996,6.387786049899834
11.341590123864318,26.714400203781164,16.07500801747859,11.359961579302754,22.519103927587164,58.486140362619075,3.210116393458472
41.098864133931784,17.733187919197626,19.224145918842133,96.85138325090247,39.58303110201231,50.17940365622001,6.50005988454794
8.354778965589688,34.82355103485436,14.058849438776274,32.58037411219922,33.47677796540009,85.23215310615328,4.197073945922474
49.40991214702328,30.106729415785722,23.161828567932364,70.84236592472928,36.93774448857906,30.72018163636095,7.296273279564467
39.751014618349586,30.741568431919305,46.621332812874925,73.59668828908386,26.48658754703036,63.168892543100945,6.476575476781016
13.942205669037758,26.352542573493697,33.56622227271656,64.90066753715371,33.52967499041209,74.43981486399755,4.294112799912533
5.248495270562108,12.946523274545331,16.26847007828919,38.16166547922834,31.884836546171943,59.10107925144247,3.028546022372511
41.695764280467536,11.251175431338966,53.28065429836224,34.398662838765915,32.06300240245894,35.1241818097633,6.100451903915171
36.80858047314277,79.14056728152221,53.3770020223341,63.79014544324328,33.650649190754436,88.34768340167413,8.090832033534477
37.80532256184443,39.94411936151036,52.88181337753038,87.94860702505224,31.50718346258197,61.080625882565876,7.541317788614144
39.70716560086756,36.90286530117771,18.13379162598466,95.2060356031056,28.58124738605332,66.85117465914068,7.217257185340115
8.332009328034067,57.575309788514886,29.818163929954345,19.531522396338186,25.51845388761094,44.19658696245044,4.822409417433839
21.130957784492267,25.27777215055449,59.17443108774813,23.934575133794787,35.37162661826404,59.00988510640823,5.934893750757418
10.214107678630837,76.49728287651577,47.46068619704947,95.02626329047717,24.525448600063726,55.74896951749931,5.295636796291943
43.83965416440171,65.04415100908864,6.49420816740579,76.28817055013133,33.84708612308828,34.49375052011902,7.852161523218356
33.04841570724011,16.258770161858166,8.586252519327063,89.46944423467957,24.666656452986533,36.36962121284803,4.981782045930503
19.890411118369215,39.230654304944984,30.516225724678304,28.236937072180883,32.50660339908908,80.24835117712647,5.501415279794641
7.860125762871064,71.53828152935154,55.00711132238581,62.882728399846165,34.941565342580574,44.38919713239542,5.775999766062064
18.9942044772048,76.13124156039872,34.62859888739928,73.10256349757262,24.374277778130782,41.69749628991784,7.0242111866498655
19.633249491203618,42.718105787490884,32.37968794188596,71.21006969022754,21.198866017226166,60.294687075008355,5.150022632422768
37.83227802521289,52.93879724474954,10.801053497614681,46.73365217800283,22.619474859883482,76.12482788175078,7.081809748336544
33.69008621098459,21.692376226445266,41.12290575983617,11.385540252217762,32.119939345420505,33.71679111473927,6.056633313550235
44.924573415934695,79.38180382958836,50.2156738330124,62.46334511238368,36.988928124514715,64.60847517829535,8.91641127361881
26.24967163228772,26.21701909684104,25.92310041291593,32.779138526164786,20.899936424708486,37.1526265704344,5.331404754482884
10.381741067223576,75.99122418945879,47.65865180089301,50.52288215286013,34.68302518083293,32.18766304953711,5.725179805281865
37.09601542503478,55.47526542946579,58.046215964544636,96.18229135754356,26.82637291900104,33.164637129733045,7.78722392981498
39.23532718776038,52.54157564152014,16.2071552520229,45.913178587819125,29.570567398390452,80.04984649250648,7.014157260458164
30.25747389062733,45.8881957711556,33.78312971571077,85.5821445997984,38.57719099691131,37.07834901768369,6.569402478061763
39.69352309795524,26.146886820243108,20.792587694651655,26.9686545174326,26.639430094716907,32.70908186473752,6.409542264613891
27.220801836397584,22.356962240385577,48.60699304686116,70.52144482225259,29.30673867878972,56.27399322857474,6.139710694905492
28.522977322189732,25.434034634912273,36.76763512346366,97.93062589950492,20.273648295213622,80.63960831652149,6.149615373710768
24.239345826134734,23.05067835009782,39.902032965266706,19.17037907856431,21.631974400096766,45.74450258935812,5.008459347167927
6.143860703484283,64.57091314967273,48.885278778874174,10.748794800447282,25.17183182269568,55.302757051554984,5.753850826582717
9.8551142146987,34.508768141671105,26.77837599643502,49.02245133693529,20.557044816421488,32.39535195382507,3.884705130510788
6.414313355903041,14.048987359437746,55.329953762387376,18.336293474623048,32.62750652096502,56.944710848092555,4.276356119758217
33.63846850687012,77.83718410985679,34.3165876985377,77.35459147086083,28.52796713603245,64.65678483822802,7.960420271697214
19.1460191484347,71.8650119474398,13.68751525594414,92.3093797463703,30.96290405456044,64.25442322512869,5.196855438751851
27.885681102411624,74.94265982366491,43.27445149928413,49.061887543788295,23.49294371792659,49.945601530461914,7.381815011500325
45.84049132667418,79.64354758525047,48.629374274103995,33.284047793989686,25.918640588732323,48.93199083978813,8.841734773829403
16.21815031169937,22.172667445364112,22.421892238713966,49.09629871059488,33.2764894970545,36.39741713619587,4.107563789897003
23.46723153660334,37.736941323186116,52.144859134931416,75.1103036065001,39.306054472608,52.007899238776105,6.592724877602082
38.99980123443719,63.07669329928639,54.83787901211715,10.814874542233389,21.008335472044184,35.96968013237788,7.847570821720942
15.29591744712301,58.72144326376546,20.22974680577949,63.050859053622744,37.80768641710532,75.9957566827231,5.067360858151175
8.464095942295685,20.772713443789854,59.09368099933722,65.19625163986412,31.53762402622417,87.97645786489116,4.512460674686132
18.038815381119562,67.10831874934325,12.739134042681712,67.39194222063419,31.278391335112474,88.20446740000241,5.985373372342864
12.2549579264302,25.710840028566246,16.11086176213695,31.781987198278948,30.005570704155208,81.90426596252362,4.017279635810091
46.83639435541579,25.667233037583614,15.132366158091436,74.2647451040314,21.38788171808367,66.04752896037715,7.2861240809903025
41.365417080398764,47.58820960253895,54.169434050432876,18.225233769859877,21.797537034723213,72.0519418346328,8.032658600302364
33.503169042969056,51.50579543891922,40.986090377872905,27.934330282012073,32.01824011318172,47.112348160824844,6.173864666269988
44.215726558447294,50.60603454864678,13.365735577225008,88.97230419890337,26.819171428711165,67.84622521035723,7.110967087276885
